standard_whisky_name,image_url,source_url,license
Russell's Reserve 10 Year Old,/images/whisky-thumbs/russell-s-reserve-10-year-old.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/8bb7f33f-c3b7-493d-8d65-5b4c345f82a3.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Blanton's Single Barrel,/images/whisky-thumbs/blanton-s-single-barrel.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/d21c4a92-3081-4056-9b89-25ad63201729.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
The Glenturret 12 Year Old (2025 Release),/images/whisky-thumbs/the-glenturret-12-year-old-2025-release.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/7bb6511c-077b-4ec2-8be6-c7e0d6d2d78e.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Ballantine's 30 Year Old,/images/whisky-thumbs/ballantines-30.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/731d4c1b-8fb8-4414-abed-69ed417036f7.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Glen Garioch 15 Year Old,/images/whisky-thumbs/glen-garioch-15-year-old.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/4f7e051a-19ea-49d4-a213-f6afc9c78d23.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Ballantine's Single Malt Glenburgie 15 Year Old,/images/whisky-thumbs/ballantine-s-single-malt-glenburgie-15-year-old.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/311247e7-90b0-493f-a6c4-77225d987c7f.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Kavalan Solist Moscatel Sherry Single Cask Strength,/images/whisky-thumbs/kavalan-solist-moscatel-sherry-single-cask-strength.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/0e96cda6-8b57-4242-847e-0f83b3d8c685.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Glenturret 12 Year Old,/images/whisky-thumbs/glenturret-12-year-old.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/12d89626-606d-40cc-85df-8b4a6de7299a.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Glenallachie 10 CS,/images/whisky-thumbs/glenallachie-10-cs.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/7b3d0aaf-052f-4d58-b0d8-4b3c8d00d39c.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Springbank 15 Year Old,/images/whisky-thumbs/springbank-15-year-old.png,https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/15405796-21cb-40c9-aee5-daf01084d902.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Royal Brackla 12 Year Old,/images/whisky-thumbs/royal-brackla-12-year-old.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/deed59f0-d577-46aa-afc5-4a3ddf832d73.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Highland Park 12 Year Old Viking Honour,/images/whisky-thumbs/highland-park-12-year-old-viking-honour.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/972402ae-a9ba-4518-8fc4-3d253b1ef05d.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Noah's Mill,/images/whisky-thumbs/noah-s-mill.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/c56b9360-7194-4774-a157-9ee28409e847.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Ki One Eagle,/images/whisky-thumbs/ki-one-eagle.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/321680e4-c31e-4787-b6b1-5b688b128c34.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Kilkerran 8 Year Old Bourbon Cask Cask Strength,/images/whisky-thumbs/kilkerran-8-year-old-bourbon-cask-cask-strength.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/248d0cbf-6622-4917-9806-7361552a5e38.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Laphroaig 25,/images/whisky-thumbs/laphroaig-25.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/0cb50b83-ee43-4fac-9c79-0bf99947b881.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Clynelish 14 Year Old,/images/whisky-thumbs/clynelish-14-year-old.png,https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/aa248001-b168-4f93-b556-6fe0a92d8f2e.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Balvenie Caribbean Cask 14 Year Old,/images/whisky-thumbs/balvenie-caribbean-cask-14-year-old.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/8edf654d-0427-4d71-89c6-2a31a6c49531.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Glendronach Ode to the Dark,/images/whisky-thumbs/glendronach-ode-to-the-dark.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/44994ece-1cb8-4e83-a3d2-adabf71a67c3.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Blanton's Straight From The Barrel,/images/whisky-thumbs/blanton-s-straight-from-the-barrel.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/391e613d-7165-44a8-898e-f1fe24ec1987.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Balvenie 16 Year Old,/images/whisky-thumbs/balvenie-16-year-old.png,https://www.masterofmalt.com/whiskies/balvenie/balvenie-16-year-old-triple-cask-whisky/,Master of Malt 제품 이미지 (배경 제거 후 자체 호스팅)
Speyburn Bourbon Cask,/images/whisky-thumbs/speyburn-bourbon-cask.png,https://www.masterofmalt.com/whiskies/speyburn/speyburn-bourbon-cask-whisky/,Master of Malt 제품 이미지 (배경 제거 후 자체 호스팅)
Springbank 12 Year Old Cask Strength Batch 20,/images/whisky-thumbs/springbank-12-year-old-cask-strength-batch-20.png,https://www.masterofmalt.com/whiskies/springbank/springbank-12-year-old-cask-strength-55-3-whiskies/,Master of Malt 제품 이미지 (배경 제거 후 자체 호스팅)
Glen Grant 15 Year Old,/images/whisky-thumbs/glen-grant-15-year-old.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/4f36dbff-99ba-4960-a9f4-22200143dac2.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Kanosuke 2026,/images/whisky-thumbs/kanosuke-2026.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/216ab21b-f2c4-4ed6-b032-4b04bb94529c.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Dewar's Double Agent 16 Year Old,/images/whisky-thumbs/dewar-s-double-agent-16-year-old.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/d6c948e6-2ef9-4fff-81d1-e119484cdfae.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Macallan Harmony Collection,/images/whisky-thumbs/macallan-harmony-collection.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/7139b2b7-ab45-4832-b4ae-cf6d901f9177.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Woodford Reserve Distiller's Select,/images/whisky-thumbs/woodford-reserve-distiller-s-select.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/c2b574ac-7f24-4559-9fb6-4924a48f186d.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Suntory Whisky,/images/whisky-thumbs/suntory-whisky.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/d93e2fd9-0d2e-4d49-8b38-06373b826134.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Heaven Hill Bottled-in-Bond 7 Year Old,/images/whisky-thumbs/heaven-hill-bottled-in-bond-7-year-old.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/a954afe8-f9db-429f-8740-95a63743eb1c.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Glenturret 14 Year Old Peat Smoked,/images/whisky-thumbs/glenturret-14-year-old-peat-smoked.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/4150afab-95ed-4b47-a265-1d31fce05cb9.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Glendronach House Editions The Sevillian Room,/images/whisky-thumbs/glendronach-house-editions-the-sevillian-room.png,https://www.onlineshop-helgoland.de/en/produkte/whisky/glendronach-house-editions-sevillian-room-43-vol-1-liter,리테일러 제품 이미지 (배경 제거 후 자체 호스팅) - 이전 등록 이미지가 63x375/100x410 등 비정상 크롭이라 재소싱함
Glendronach House Editions The Venetian Room,/images/whisky-thumbs/glendronach-house-editions-the-venetian-room.png,https://www.onlineshop-helgoland.de/en/produkte/whisky/the-glendronach-house-editions-venetian-room-46-vol-0-7-liter,리테일러 제품 이미지 (배경 제거 후 자체 호스팅) - 이전 등록 이미지가 63x375/100x410 등 비정상 크롭이라 재소싱함
Glendronach Port Wood,/images/whisky-thumbs/glendronach-port-wood.png,,"실사 제품 사진(배경 제거 후 자체 호스팅) - 소싱 에이전트가 중단되어 개별 출처 URL 미기록, 육안 라벨 검증 완료"
Laphroaig 14 Year Old Willem Dafoe Limited Edition,/images/whisky-thumbs/laphroaig-14-year-old-willem-dafoe-limited-edition.png,https://www.laphroaig.com/whiskies/willem-dafoe-limited-edition,브랜드 공식 홈페이지 제품 이미지 (배경 제거 후 자체 호스팅) - 이전 등록 이미지가 250x1080 비정상 크롭이라 재소싱함
Natterjack Cask Strength,/images/whisky-thumbs/natterjack-cask-strength.png,,"실사 제품 사진(배경 제거 후 자체 호스팅) - 소싱 에이전트가 중단되어 개별 출처 URL 미기록, 육안 라벨 검증 완료"
Old Forrester 1910,/images/whisky-thumbs/old-forrester-1910.png,,"실사 제품 사진(배경 제거 후 자체 호스팅) - 소싱 에이전트가 중단되어 개별 출처 URL 미기록, 육안 라벨 검증 완료"
Port Charlotte Isleta Barley 2014,/images/whisky-thumbs/port-charlotte-isleta-barley-2014.png,,"실사 제품 사진(배경 제거 후 자체 호스팅) - 소싱 에이전트가 중단되어 개별 출처 URL 미기록, 육안 라벨 검증 완료"
Black Bottle,/images/whisky-thumbs/black-bottle.png,https://www.lcbo.com/en/black-bottle-blended-scotch-whisky-454132,LCBO 제품 이미지 (배경 제거 후 자체 호스팅)
Four Roses Single Barrel,/images/whisky-thumbs/four-roses-single-barrel.png,https://www.lcbo.com/en/four-roses-single-barrel-bourbon-266072,LCBO 제품 이미지 (배경 제거 후 자체 호스팅)
Johnnie Walker Gold Label,/images/whisky-thumbs/johnnie-walker-gold-label.png,https://www.lcbo.com/en/johnnie-walker-gold-label-reserve-scotch-whisky-291278,LCBO 제품 이미지 (배경 제거 후 자체 호스팅)
Macallan 18 Year Old,/images/whisky-thumbs/macallan-18-year-old.png,https://www.lcbo.com/en/the-macallan-sherry-oak-18-year-old-highland-single-malt-scotch-whisky-18808,LCBO 제품 이미지 (배경 제거 후 자체 호스팅)
Macallan 12 Year Old Double Cask,/images/whisky-thumbs/macallan-12-year-old-double-cask.png,https://www.lcbo.com/en/macallan-12-year-old-double-cask-479980,LCBO 제품 이미지 (배경 제거 후 자체 호스팅)
Makers Mark,/images/whisky-thumbs/makers-mark.png,https://www.lcbo.com/en/maker-s-mark-kentucky-bourbon-103747,LCBO 제품 이미지 (배경 제거 후 자체 호스팅)
Johnnie Walker Blonde,/images/whisky-thumbs/johnnie-walker-blonde.png,https://www.johnniewalker.com/en/our-whisky/core-range/johnnie-walker-blonde,브랜드 공식 홈페이지 제품 이미지 (배경 제거 후 자체 호스팅)
Oban Little Bay,/images/whisky-thumbs/oban-little-bay.png,https://www.lcbo.com/en/oban-little-bay-single-malt-scotch-whisky-405423,LCBO 제품 이미지 (배경 제거 후 자체 호스팅)
Weller Special Reserve,/images/whisky-thumbs/weller-special-reserve.png,https://www.lcbo.com/en/w-l-weller-special-reserve-kentucky-straight-bourbon-whiskey-36271,LCBO 제품 이미지 (배경 제거 후 자체 호스팅)
The Glen Grant 18 Year Old,/images/whisky-thumbs/the-glen-grant-18-year-old.png,https://woodencork.com/products/glen-grant-18-year-old-single-malt-scotch-whisky,Wooden Cork 리테일러 제품 이미지 (배경 제거 후 자체 호스팅)
Wild Turkey Kentucky Spirit Single Barrel,/images/whisky-thumbs/wild-turkey-kentucky-spirit-single-barrel.png,https://woodencork.com/products/wild-turkey-kentucky-spirit-single-barrel,Wooden Cork 리테일러 제품 이미지 (배경 제거 후 자체 호스팅)
Yamazaki Limited Edition 2021,/images/whisky-thumbs/yamazaki-limited-edition-2021.png,https://woodencork.com/products/yamazaki-limited-edition-2021,Wooden Cork 리테일러 제품 이미지 (배경 제거 후 자체 호스팅)
Bowmore 33 Years Old Timeless,/images/whisky-thumbs/bowmore-33-years-old-timeless.png,https://www.musthavemalts.com/product/bowmore-33-years-old-timeless-1988/,Must Have Malts 리테일러 제품 이미지 (배경 제거 후 자체 호스팅)
Bladnoch 19 Year Old,/images/whisky-thumbs/bladnoch-19-year-old.png,https://www.bladnoch.com/products/bladnoch-19-year-old,브랜드 공식 홈페이지 제품 이미지 (배경 제거 후 자체 호스팅)
Glendronach House Editions The Parisian Room,/images/whisky-thumbs/glendronach-house-editions-the-parisian-room.png,https://www.onlineshop-helgoland.de/produkte/whisky/glendronach-house-editions-parisian-room-49-vol-0-7-liter,리테일러 제품 이미지 (배경 제거 후 자체 호스팅)
Glencadam 10 Year Old,/images/whisky-thumbs/glencadam-10-year-old.png,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/scotch-whisky/glencadam-10-year-old-highland-single-malt-scotch-whisky-436246,LCBO 제품 이미지 (배경 제거 후 자체 호스팅)
GlenAllachie 35 Year Old,/images/whisky-thumbs/glenallachie-35-year-old.png,https://theglenallachie.com/whisky/35-year-old/,브랜드 공식 홈페이지 제품 이미지 (배경 제거 후 자체 호스팅)
Glenfiddich 14 Year Old Bourbon Barrel,/images/whisky-thumbs/glenfiddich-14-year-old-bourbon-barrel.png,https://www.lcbo.com/en/glenfiddich-14-year-old-bourbon-barrel-reserve-10831,LCBO 제품 이미지 (배경 제거 후 자체 호스팅)
Lucky Seven The New Yorker,/images/whisky-thumbs/lucky-seven-the-new-yorker.png,https://woodencork.com/products/lucky-seven-spirits-the-new-yorker-amburana-cask-finish-straight-bourbon,Wooden Cork 리테일러 제품 이미지 (배경 제거 후 자체 호스팅)
GlenAllachie 11 Year Old Palo Cortado Cask Finish,/images/whisky-thumbs/glenallachie-11-year-old-palo-cortado-cask-finish.png,https://theglenallachie.com/whisky/11-year-old-palo-cortado-sherry-cask-matured/,브랜드 공식 홈페이지 제품 이미지 (배경 제거 후 자체 호스팅)
The Dundee Blended,/images/whisky-thumbs/the-dundee-blended.png,https://www.angusdundee.co.uk/products/angus-dundee-brands/86-the-dundee-range,브랜드 공식 홈페이지 제품 이미지 (배경 제거 후 자체 호스팅)
Glencadam 13 Year Old,/images/whisky-thumbs/glencadam-13-year-old.png,https://justlikepapa.com/products/glencadam-13-years-old-the-re-awakening-batch-3,리테일러 제품 이미지 (배경 제거 후 자체 호스팅)
Taketsuru Pure Malt Grande,/images/whisky-thumbs/taketsuru-pure-malt-grande.png,https://www.mizunaratheshop.com/products/nikka-taketsuru-pure-malt-nas,리테일러 제품 이미지 (배경 제거 후 자체 호스팅)
Kavalan Classic Single Malt,/images/whisky-thumbs/kavalan-classic-single-malt.png,https://shop.hotalingandco.com/products/kavalan-classic-single-malt-whisky,리테일러 제품 이미지 (배경 제거 후 자체 호스팅)
Mannochmore 18 Year Old,/images/whisky-thumbs/mannochmore-18-year-old.png,https://www.diffordsguide.com/beer-wine-spirits/610/mannochmore-18-year-old-1990,Diffords Guide 제품 이미지 (배경 제거 후 자체 호스팅)
Glen Grant 21 Year Old,/images/whisky-thumbs/glen-grant-21-year-old.png,https://www.reservebar.com/products/the-glen-grant-21-year-old-single-malt-scotch/GROUPING-2039191,ReserveBar 리테일러 제품 이미지 (배경 제거 후 자체 호스팅)
Jack Daniel's Single Barrel Barrel Proof Rye,/images/whisky-thumbs/jack-daniel-s-single-barrel-barrel-proof-rye.png,https://woodencork.com/products/jack-daniels-single-barrel-barrel-proof-rye,Wooden Cork 리테일러 제품 이미지 (배경 제거 후 자체 호스팅)
Royal Brackla 18 Year Old,/images/whisky-thumbs/royal-brackla-18-year-old.png,https://shop.dewars.com/products/royal-brackla-18-year-old-whisky,브랜드 공식 홈페이지 제품 이미지 (배경 제거 후 자체 호스팅)
Kilchoman Batch Strength,/images/whisky-thumbs/kilchoman-batch-strength.png,https://www.kilchomandistillery.com/our-whisky/batch-strength/,브랜드 공식 홈페이지 제품 이미지 (배경 제거 후 자체 호스팅)
Russell's Reserve 13 Year Old,/images/whisky-thumbs/russell-s-reserve-13-year-old.png,https://woodencork.com/collections/russells-reserve,"Wooden Cork 리테일러 제품 이미지 (배경 제거 후 자체 호스팅) - ""13년"" 자체가 배럴프루프 제품이라 별도 플레인 버전 없음, 확인 후 등록"
Russell's Reserve 13 Year Old Barrel Proof (Batch Unspecified),/images/whisky-thumbs/russell-s-reserve-13-year-old-barrel-proof-batch-unspecified.png,https://woodencork.com/collections/russells-reserve,"Wooden Cork 리테일러 제품 이미지 (배경 제거 후 자체 호스팅) - 배치 미상이라 임의 배치(Batch 2) 사진 사용, 병 디자인은 배치 공통"
Royal Salute 23 Year Old,/images/whisky-thumbs/royal-salute-23-year-old.png,https://caskcartel.com/products/royal-salute-23-year-old-taiwan-exclusive-blended-scotch-whiskey-700ml,"CaskCartel 리테일러 제품 이미지 (배경 제거 후 자체 호스팅) - 모든 자료상 대만 익스클루시브 외 별도 23년 라인 없음, 동일 제품으로 확인"
Frapin 15 Year Old Cask Strength,/images/whisky-thumbs/frapin-15-year-old-cask-strength.png,https://caskcartel.com/products/frapin-15-year-old-cask-strength-cognac-700ml,"CaskCartel 리테일러 제품 이미지 (배경 제거 후 자체 호스팅) - 주의: 이 제품은 위스키가 아니라 코냑(브랜디)임, 사전 카테고리 오류 가능성 있으니 확인 필요"
Kavalan Solist Vinho Barrique,/images/whisky-thumbs/kavalan-solist-vinho-barrique-v2.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/400c9b22-a593-4692-a147-ef036c2d1062.webp,"데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅) - 이미 등록된 Kavalan Solist Vinho Barrique Single Cask Strength와 동일 제품, 사진 재사용"
Kavalan Solist Oloroso Sherry Single Cask Strength,/images/whisky-thumbs/kavalan-solist-oloroso-sherry-single-cask-strength.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/2d4b5650-b5c3-405c-8fc9-f100ac7cae7c.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅) - Snowflake FCT_WHISKY_DEALS 조회로 발견
Balvenie 1931 Collection 12 Year Old,/images/whisky-thumbs/balvenie-1931.png,https://www.remedyliquor.com/products/balvenie-scotch-single-malt-limited-1931-collection-home-malt-12yr-700ml,리테일러(Remedy Liquor) 제품 이미지 (배경 제거 후 자체 호스팅)
1792 Full Proof,/images/whisky-thumbs/1792-full-proof.png,https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/27a1d990-e5b1-4b10-bddd-6870e8637e35.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅) - Snowflake FCT_WHISKY_DEALS 조회로 발견
1792 Sweet Wheat,/images/whisky-thumbs/1792-sweet-wheat.png,https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/2d2b28f2-b566-4720-a65b-1710da0740a8.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅) - Snowflake FCT_WHISKY_DEALS 조회로 발견
Angel's Envy Bourbon,/images/whisky-thumbs/angel-s-envy-bourbon.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/11e6290a-3320-41e1-a775-e88799742962.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅) - Snowflake FCT_WHISKY_DEALS 조회로 발견
Ballantine's Finest,/images/whisky-thumbs/ballantine-s-finest.png,https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/2943060d-f3c9-463e-98fe-c3970b29b79a.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅) - Snowflake FCT_WHISKY_DEALS 조회로 발견
Elijah Craig Toasted Barrel,/images/whisky-thumbs/elijah-craig-toasted-barrel.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/48f2e808-2b2c-42b6-87a2-c26b0ec0ebbc.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅) - Snowflake FCT_WHISKY_DEALS 조회로 발견
Michter's 10 Year Rye,/images/whisky-thumbs/michter-s-10-year-rye.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/009aade6-ac14-491c-915f-2d3d544218e5.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅) - Snowflake FCT_WHISKY_DEALS 조회로 발견
Tamdhu 21 Year Old,/images/whisky-thumbs/tamdhu-21-year-old.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/4ef6111c-3561-4c47-a7d2-b592dd3daf4f.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅) - Snowflake FCT_WHISKY_DEALS 조회로 발견
Weller 12 Year Old,/images/whisky-thumbs/weller-12-year-old.png,https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/9adf095b-fd90-4898-bb4d-8943ff112ba1.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅) - Snowflake FCT_WHISKY_DEALS 조회로 발견
Johnnie Walker Red Label,/images/whisky-thumbs/johnnie-walker-red-label.png,https://www.johnniewalker.com/en-us/our-whisky/core-range/johnnie-walker-red-label,조니워커 공식 사이트 제품 이미지 (배경 제거 후 자체 호스팅)
Ballantine's 30 Year Old,/images/whisky-thumbs/ballantines-30.png,https://dailyshot.co/m/item/5394,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Hakushu 18 Year Old,/images/whisky-thumbs/hakushu-18-year-old.png,https://dailyshot.co/m/item/9231,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Chivas Regal 18 Year Old,/images/whisky-thumbs/chivas-regal-18-year-old.png,https://dailyshot.co/m/item/8088,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Macallan 25 Year Old,/images/whisky-thumbs/macallan-25-year-old.png,https://dailyshot.co/m/item/3179,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Wild Turkey 81,/images/whisky-thumbs/wild-turkey-81.png,https://dailyshot.co/m/item/30610,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Tamdhu 18 Year Old,/images/whisky-thumbs/tamdhu-18-year-old.png,https://dailyshot.co/m/item/15112,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Ilpum Jinro 1924,/images/whisky-thumbs/ilpum-jinro-1924.png,https://dailyshot.co/m/item/12247,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Bulleit Bourbon 10 Year Old,/images/whisky-thumbs/bulleit-bourbon-10-year-old.png,https://dailyshot.co/m/item/4670,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Early Times,/images/whisky-thumbs/early-times.png,https://dailyshot.co/m/item/24583,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Maker's Mark Cellar Aged,/images/whisky-thumbs/maker-s-mark-cellar-aged.png,https://dailyshot.co/m/item/23893,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Jack Daniel's Single Barrel Barrel Proof,/images/whisky-thumbs/jack-daniel-s-single-barrel-barrel-proof.png,https://dailyshot.co/m/item/7701,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Highland Park 30 Year Old,/images/whisky-thumbs/highland-park-30-year-old.png,https://dailyshot.co/m/item/21060,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Glenfarclas 105,/images/whisky-thumbs/glenfarclas-105.png,https://dailyshot.co/m/item/1684,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Signatory Vintage Benriach 2014 10 Years,/images/whisky-thumbs/signatory-vintage-benriach-2014-10-years.png,https://dailyshot.co/m/item/28548,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Macallan 12 Year Old Double Cask (Old),/images/whisky-thumbs/macallan-12-year-old-double-cask-old.png,https://dailyshot.co/m/item/2328,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Balvenie DoubleWood 17 Year Old,/images/whisky-thumbs/balvenie-doublewood-17-year-old.png,https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/6e17b675-0af8-4f3e-9f24-d94279dd391f.webp,데일리샷 제품 리스팅 이미지 (배경 제거 후 자체 호스팅)
Glenfiddich 16 Year Old Aston Martin F1 Limited Edition Release 2,/images/whisky-thumbs/glenfiddich-16-year-old-aston-martin-f1-limited-edition-release-2.png,https://www.delmesaliquor.com/products/glenfiddich-aston-martin-formula-one-limited-edition-16-year-old-scotch-whisky-release-2,리테일러 제품 이미지 (배경 제거 후 자체 호스팅) - 데일리샷 마켓플레이스엔 아직 매물 없음(2026년 8월 출시된 신제품)
